Pale Forest,SOKHEQY12AC468B3F9
Catia Werneck,SOBXWUS12A58A7DF5C
Amalia Avgoustaki,SOBSCTH12A8C138C4B
Percy Faith & Felicia Sanders,SOPMNJT12A8C13AC24
Gabriel Yared,SOCLZZX12AB01849D3
Floyd Cramer,SOGJJMI12A8C133442
Adrenalin O.D.,SOCVXPM12AB0184AC4
Nicky B_ Naëlle,SOCQWKZ12A8C13CE4C
Amy Lambert,SOOKYPR12AB018AD0C
Móveis Coloniais de Acaju,SOVSBWN12A813557F9
ZO2,SOSKWGF12A8C141C39
Gloria Lasso,SOCTFYZ12AB018CE46
Yuppie Pricks,SOBFLPE12A6D4F8687
Open Hand,SORCBRS12A8C138350
Polkaholix,SOBHGWG12A6D4F50D2
Jah Debda,SOSRXYE12A8C13E41A
Sound Field,SOBIPBF12AB0184B0C
Alturas,SOUVVUV12A8AE48414
Eko Fresh,SOJKDKH12A58A761A2
Jere McAllister,SODXUGT12A58A78B78
The Knife,SOHQDNH12AB01823A5
Neeme Jarvi,SOPMFLZ12A6D4F9D3A
Tarheel Slim,SOYWHAB12AB0181E73
Vitamin C,SOTRCOC12A6D4F868C
Bizzy Bone Presents,SOHZXUO12A6D4FBD73
Los Amigos Invisibles,SOIVCUR12AB018E3A2
Orquesta Romantica de La Habana,SODZIBG12A8C13F4F3
Madonna,SOAQINO12AB0185F69
The Bronx Horns,SOOGNRN12A8C13C8E0
Flutlicht,SOLQIRG12A8AE47400
Porter Wagoner,SOCLPMP12A81C2354B
Dave Rave_ Mark McCarron,SONPCNG12AB0184E68
Donny Hathaway,SOVETRX12A6D4F7717
Peter Hunnigale,SODJYEC12A8C13D757
Crowbar,SOKFHZG12AB0183FE5
Andre Verchuren,SOAEHWD12A58A7E36C
C-Side & Petit Mal,SOUUKDE12AB018956E
The Kings,SOYEWDH12AAF3B45CE
Os Gaiteiros de Soutelo,SOMXAFA12AB018C537
Gerard Lenorman,SORYNFW12A5891EC23
Edgar De L'est,SOFHWUZ12A8AE48B9D
YGGDRASIL,SOUHUDD12A58A7C591
Steve Morse,SOJZZTX12A58A7CF75
Proficy,SOZQILP12AB01869AB
The Distillers,SOCVHTO12A8C1354C6
Morel,SOPFGRC12A81C220E1
California Oranges,SOFEETM12A8C13D151
The Skabs,SODOKPG12A8C13B97F
Bruce Carroll,SOIRHHH12AB01807F0
Kraftwerk,SOOYBBU12A6D4F9AF3
Joe Bataan,SOGEXXB12AB0185D45
Billy Higgins,SOBDXNG12A8C139A47
Gene Clark,SOODLJF12AB017F2EE
David Guetta - Joachim Garraud - Chris Willis,SOUPBKQ12AC4689EB8
Southside Johnny Lyon,SOLZKMN12A81C1FEBF
Jimmy Wayne,SOUKQFT12A58A7B3CA
Brownie McGhee,SOFRROW12A6701CBEA
Young-Holt Unlimited,SOUVFBG12A58A7B0DC
Russ Morgan,SOICTFT12AB0187B69
Professor Longhair,SOBKGSR12AB0184A57
The Galactic Heroes,SOZMVGJ12A8AE4565D
Fredericks_ Goldman_ Jones,SONBYWD12A6D4F5E8B
Roy Buchanan,SOVBRIV12A8C133996
LL Cool J,SOGNDRY12AC9075738
Inoki,SOSSSPO12A8C135F1A
Lauren Wagner & Fred Weldy,SOJCZRX12A8C1342A8
Enthroned,SOQCRRU12AF72A4AD2
Play,SOXBPJO12A8C1401AC
Mick Moloney,SOZCWXS12AB018514C
Winston McAnuff_ The Bazbaz Orchestra,SOIPQBF12AB018C890
Delirious,SOVFDZT12A8C140710
The Cate Brothers,SOJUPRU12A58A7A5B6
Donna Ares,SOZLTQI12AB018143A
Sasha,SOZQSGL12AF72A9145
Norman Howard,SORTJEP12A58A7B7EA
Jonathan Edwards / Will Ferrell,SOLIBLI12AB0180FBB
Tammy Pescatelli,SOTXDYK12AAF3B4B9F
Moss,SOSRMIF12A81C237B0
Barry Mann,SOUNVEQ12AB018630C
Beenie Man,SOHTZSS12A6D4FCAC2
Frank Stokes,SOLECZU12AB017DAAC
Love and Rockets,SOOFUMT12A8C133296
Swallow The Sun,SONLOMJ12AB0181700
Blackalicious,SOCDVLZ12A8C13ECD2
Daara J,SOYJZTG12A81C23239
Cool cavemen,SOCLDAW12A8C144BEC
Lorna,SOJBTHL12A6D4F7409
Lollipop Lust Kill,SOAIAWN12AB0187356
S. Solis y Orquesta,SOLCCPG12AB017C6AF
HA-ASH,SOYXZAY12A8C1406D1
Jets,SOCIKSJ12AB018BEAB
Faye Adams,SOHIPSG12AC46890BE
Natural Elements,SOKWJCX12AB018542C
The Aftermath,SOGZMUF12A67ADAE79
Mobb Deep,SOMJNMD12AB0187F93
Raze,SOFBQIA12AB0182219
Arsonists Get All The Girls,SOCRSPK12A8C142FF8
The Rance Allen Group,SONDOLZ12AB0187777
Micachu,SOGRSPK12A8A9D88E0
Boondox,SOYYIRG12A8C13656A
Static-X,SOBAAER12A8C13A83C
Dons,SOSGXII12A67020363
Shy FX & T Power,SOXDEEZ12A6D4FBB9A
Donna Fargo,SOXBGFT12A8C13B4BF
King Swamp,SOFJWKK12AB01826CD
Dino,SOPDILX12AF72AA3C2
V'ro,SOZFCZN12AB017E894
Vincent Baguian,SOULTKQ12AB018A183
Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,SOQQVIP12A8C13E7E6
Azukx,SOEWSSK12AB018083E
Ultimate Tracks,SOUYCQF12A58A7DCD4
Tunsi,SOSBLBE12AC3DFB104
Los Titanes,SOBQKAH12A8C1362DF
Mariah Carey Featuring Da Brat & JD,SOYYAKA12A58A7D409
Rage Against The Machine,SOJLKPC12A8C13A3A7
The Exies,SOPIFJT12A81C221AC
Slightly Stoopid,SOFFGJY12A8C138CA8
Foals,SOUPQHK12AB017CC62
Andy Russell,SOEHEFW12A8C143C20
Bruce Rowland,SOQQXZF12AB01805D8
Bob McKenzie / Doug McKenzie,SOBEJLH12A8C13B743
Sam Baker,SOOSYTN12A8C13F55B
Greg Vaccariello,SOPYZLU12A8C14193C
Anthony Blea Y Su Charanga,SOZICZX12A8C136A61
Alex Ubago,SOWREHW12AB0186FE8
Mitch Ryder & Engerling,SONNLIQ12A8C133D9A
Beastie Boys,SOEYPFL12AB0184FA0
Jellyfish,SOAAFUV12AB018831D
Special Duties,SOADNGK12AB017F955
Roger Miller,SOFXOIF12AB0182415
Pentangle,SOMKBNA12AB017BEA1
Little Jr. Parker,SOTOZVC12AB01870D1
Les Sexareenos,SOZSSUG12AB0183C6E
Tigertailz,SOBGCFL12AB0185ECE
Banda La Bocana,SONUXDT12A6D4FD8B7
Darcelys,SOILWRT12AB0186D99
Eagles,SOVHCTD12AC9E154F7
The Small Knives,SOZCYOO12AB017D77B
Sister Rosetta Tharpe,SOLUIMX12AB0189599
Gene Latter,SOKIBDZ12AB0183317
Bowen_ Robin Huw,SOEAYQZ12AB0186BB1
Ale Möller,SOUTQDI12A67AE11FD
Pitch Black,SOSMUXL12A8C136808
Erik Hassle,SOYCYPP12AB0185E21
Angels,SOFVXXK12A8C135404
Sylver,SOXLBJT12A8C140925
Cutting Edge,SOABFNB12AB0180FAA
Francis Lai,SOJHKYL12A6D4FA0AC
Roommate,SODICKC12AB0186806
ÄI-TIEM,SOFJAJB12A8C139F14
Martin Denny,SOHGLKT12A8C13AF29
Charlie Byrd,SOIVXLP12A8C139F26
Frederik,SORGJJW12A8C134D65
Sugar Ray,SOVHCNH12AB0180DD6
Georgia Satellites,SOBBKSL12AB01852FE
Tha Liks featuring Defari,SOFULXE12A6D4F972B
The Nightraver & The Magican,SOBTCVH12AC468BF22
Saman,SOBLJWG12A8C135FC8
Yuridia,SOJVLTP12A8C13C83A
Hadag Nahash,SOUGKFV12AB0184F4B
Jennifer Lopez,SOBDLAF12AF72A69D7
Mark Lowry,SOHFBGI12AB01831E1
Louisa Mark,SOAPOVV12AB018CFC8
Cabin Crew,SOBQXVB12A8C138200
Dancecore Allstars,SOVHRBI12A81C22E02
The Accursed,SOXVWRD12AB018145B
Tech N9ne,SOQRTCV12A67020430
Dean Martin,SODVBYU12A8C13CB5B
Pescado Rabioso,SOOYBRW12A8C13C277
Herbert  von Karajan,SOAWYUA12A8C144D4D
The Chieftains;Colin James,SOEYFIJ12A8C13E773
Mindless Self Indulgence,SOADEBB12A8C1345D9
Sui Generis,SOUQYAU12AB0181058
Pamelo Mounk'a,SOGQVBK12A8C13D09F
Joey McIntyre,SOZNBMX12AB0182AD1
Nick Ingman;Gavyn Wright,SOEJUVY12A8C135C4A
Ann Nesby,SOEHDUX12AB0187C5A
Pat Green,SOPNKLV12AB018B51E
Captain Hollywood Project,SOSDRZY12A58A7D3F2
Carl Belew,SOPBDIT12A6D4FD5CC
Kartik Seshadri,SODMLAB12A8C1441D2
Future Leaders of the World,SOMBRML12AB018BAB8
Emotion Code,SOFPLUG12A8C136CA4
Janice Robinson,SOISJLZ12AC3DF6DE7
Quadro Nuevo,SOPXZIE12AB017C4D4
Jeanne Pruett,SOWDITP12A58A777CF
Jaci Velasquez,SOQLCJK12AB018DB42
Dub Pistols feat. TK,SOTGRAB12A6D4FA555
Carman featuring Commissioned & The Christ Church Choir,SOELRRQ12AB0188C34
The Merry Macs,SOOZCDR12AB018B6B6
Photo Atlas,SOHFGYR12A8C13AE07
The Rascals,SOCXRVU12A6D4F87A2
Jacques Ferchit,SONWXQJ12A8C134D94
Frenchy,SOEESQT12A8C13C7D5
Janitor Joe,SOSKAWG12A8C1359AD
Thirst,SOGBUZX12AB0188569
Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,SOKOPOR12AB0184FED
Timothy Byram-Wigfield,SONALZR12AC4688B15
Leigh Jones,SOYDXQB12AAA15D4F7
Handsome Boy Modeling School,SOGBFJS12AB0183AB7
THE COOKIES,SOEMHMT12A58A7A778
Chico Cesar,SOFPFTF12A8C14172C
Lifer,SOPWPTN12A58A7CBAF
All Girl Summer Fun Band,SOESVVP12CF5F8799A
Sierra Maestra,SOIDJZY12A6701DEF7
Abrar - Ul - Haq,SOQLEJT12A6D4F8BFE
Lloyd Banks,SOZOULB12AB0184EBB
The Highwaymen,SOJBRNM12A8C134D10
Seguridad Social,SONETAK12A6D4FB69A
Green and Yellow,SOLDPNN12A6D4F7B46
Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,SOHDSWD12A58A7AB28
Power Pill Fist,SOZAJPJ12AAF3B3872
Test Icicles,SONBZKG12AB0187337
Wyclef Jean featuring Prodigy of Mobb Deep,SOLBRZV12A8C13177C
Pedro Laza Y Sus Pelayeros,SOJXNPU12A8C13170B
Mylon LeFevre,SOZEQVC12AC468E38B
Tommy Sands,SOJJATE12A8AE46A59
Zombina & The Skeletones,SOVJSWO12A8C13426D
Henry Mancini,SOTBMWN12A6D4F58CD
Charles Williams And His Orchestra,SOLPOGC12AB017D41F
Hatebreed,SOULXLO12AB018379D
Shifty,SOVEPIA12AF729BDEC
THE AD LIBS,SOCCUQS12AB017DB87
Gran Coquivacoa,SOOGZTT12AB018A256
Raphaël,SOPHPDS12AB018821C
Korpiklaani,SOXECRP12AB017EADA
Patrick St-Eloi,SOXTNNM12AB0182462
Spectra Soul,SOLUUHX12A8C136926
Memphis Jug Band,SOKTPEY12AB018170C
Taking Dawn,SOIFVXW12A8C13FA2B
Annie Lennox,SOMWYRR12A8C143501
The Color Red,SOKWONZ12A8C13ADFE
Mills Brothers,SOMSUOA12A67FFB3A1
K-OS,SOKBTBD12A6D4FA3C6
Jawoll,SOCRPDR12AB0185B75
Irini Merkouri,SOZEYFC12A58A77E0B
Eno,SOMFBRG12A6D4F9014
Pacha Massive,SOQLXXN12AB01800CD
Finest Dearest,SOKYJYU12AB0186429
Michael Bloomfield,SOIKTRT12A8C13999E
Human Disease,SOKRSWC12AB017D0E2
Bob Cheevers,SOHCTUT12A6D4FCD56
Franz Ferdinand,SOZONTS12A6D4F746E
Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,SOPXWCI12AB0188DE6
Marco Demark feat. Peter Millwood,SOEDOSC12AC960A037
Lupe Fiasco feat. Matthew Santos,SOZFHFF12A6701E914
Francis Dhomont,SOQMTGB12A6D4F5285
Hatiras,SOGAISJ12AB0180168
Keep Of Kalessin,SONNDTL12AB0187AC9
Arthur Brown,SOJVTQT12A8C13B86D
Danilo Perez / Claus Ogerman,SOSQVWS12A8C13695C
Liam O'Flynn,SOKTNOK12A8C1340BA
Daath,SODYJJO12A58A7C861
Daft Punk,SOZRSKM12AB01881E6
Gary Morris,SOAVMSM12AB017CC5C
Piero Umiliani,SOQYHCL12A8C13E707
Java,SOFJQSW12A58A7DD3B
Orthrelm,SOWSCTG12A6D4FA919
KRS-One,SOKMXBB12A67AD85BC
Joe Lopez,SOLYUYS12A81C23F3A
Shangri Las,SOUAFSX12AB017B642
Willie Rosario,SOCOLDY12A6701E98B
Fulanito,SOWWLVP12A8C138BFB
Paulo Flores,SOVEVEW12A8C13D5A6
EPMD / Nocturnal,SOSVWIE12A8C143BD4
Frl.Menke,SOIOUIR12AB017ED30
Béla Fleck,SODXTMM12AF729F8F1
Count Ossie,SOYUYJC12A8C13799E
Edwin Hawkins,SOKGTMG12AB0180460
Birds of Prey,SOQNRHE12A8AE4849A
Tones On Tail,SONTOBA12AC4689054
Virus,SOSLBDO12AB018117E
La Mancha De Rolando,SODHPGT12A6D4F781D
Jeff Beck Group,SOBXGKH12AB017DDB6
Sergio Mendes,SODRUZE12AF729E2E6
Georges Brassens,SONFRWI12AC3DF99FA
"Bobby ""Blue"" Bland",SOFSBTM12AB017BE1C
Olga Tañon,SOATIOL12A8C13604E
Vanessa Daou,SOBNILM12A8C13A1EB
Royal Bubble Orchestra,SOQDTZG12A8C1442E3
Los Cisnes,SOLGLIH12A8C13E35E
Ill Harmonics,SOLKWBH12A6D4FCF6E
Juan Diego Flórez / Riccardo Frizza / Orchestra Sinfonica di Milano Giuseppe Verdi,SOEDPQL12AF72AB07B
Led Zeppelin,SOAVWUZ12A8C142B45
Oscar Lima,SORJVVF12AAF3B1F63
Fabri Fibra,SOKAJCZ12AB0186428
Afrob feat. Sarah,SOQBETA12CF5702399
Korn,SOMWYQW12AB018373C
John Debney,SOBKMDD12A58A7F476
Miguel Gallardo,SOCVHWL12A8C13E56D
John Mayall,SOLCJWW12A8C137C98
Janis Joplin,SOQUUNE12A8C135F0D
Elizete Cardoso,SOBOCAG12A6BD55D56
Asure,SOBNTNP12AB01815AE
Radney Foster,SOWMHFS12AB017F85E
Placebo,SOOOROX12A6D4F8400
Jeremy Spencer,SOTJLKO12A8AE4888B
LL Cool J / Amil,SOZOVFN12A8C13DEDD
Danny Wright,SOFRBZI12AB0186AE8
Roj,SOZFZMX12AB018BE08
Neviss,SOLIGLL12AB018C551
Manjul,SOJXYFD12A8C143701
Dimitri Tiomkin,SOBCLQQ12A67020342
Who Made Who,SOVLQYZ12AC3DF6BCA
Charlie McCoy,SODNXEC12A8C130EFA
Harry Connick_ Jr.,SOEKYVZ12AB018741A
Pink Floyd,SOWBZMU12A8C13754C
Zuma,SOMWSER12AAF3B3B53
Nicky B,SOBXRGX12A8C138B59
Clifton Chenier,SOWJYOK12AC3DFB39F
Turisas,SOFPYWI12AB017E7C0
Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes,SOETIGS12AB0186644
Paul Taylor / Terry Dexter,SOLCUUR12A8C140084
Michael Salgado,SOZTOSX12AC468AD34
Bone Thugs-N-Harmony / Akon,SOMPUMW12A8C13D654
Grizzly Bear,SOLKQVW12A6D4F69AB
Lonestar,SOMTQJY12CF58265F5
Tommy Makem;The Clancy Brothers,SOAPRLL12AB0183EF2
Mr. De',SOBMDRK12AB017F4CB
Chris Clark,SOVTZPG12AC468E907
Hunters,SOCDRKE12A8C13BF47
Ultraviolence,SOSMXVN12AB01850E9
Savoy Brown,SOCGJEM12AB0185E26
Philip Bailey,SONEIYL12AB0180FE4
Scarlet's Remains,SODJBBD12A58A7EC47
Champion Jack Dupree,SOWRIBC12AAF3B2725
Speech,SOEGATN12A6D4F73B9
Kurupt_ Rosco_ Jayo Felony & 40 Glocc,SOBACBP12AB0188B9F
Jane's Addiction,SOXIGHC12AB0188CE2
Liquid Gang,SORJHOX12A8AE48899
Wang Chung,SOCHXAE12AF72A25D6
David Banner,SOGDLRA12AC468F00B
Gisele MacKenzie,SOAEJTI12A8C145051
Juggler,SOYSKFE12A8C143AF3
Freddie McGregor,SOZVKHH12A8AE471B6
Intars Busulis,SOIBVYA12A8AE46F75
Stelios Dionisiou,SOZOIKO12A8C133726
Taras,SOAQMCT12A8C1350DE
Lupe Fiasco feat. GemStones,SOCXOGU12A8C1327B3
Blondie,SOBRWML12AB017FB53
Rui Da Silva,SOGBXMY12AB01826BE
Headliners,SONKLLM12AB0188175
Sukhwinder Singh,SOTLJUL12AF72A198D
Dave Valentin,SOWTLWU12A6D4FC350
Corey / Shaquille O'Neal,SODXCLM12A6D4F7C97
ColdWorld,SOAKPEL12A6D4FC126
Republica,SOTRHHN12AB0188233
Brainchoke,SOSRWWL12A6D4FBBB6
George Faith,SOVBPAE12AB01862BF
DJ Vix,SOMJPML12A8C13D74E
David Meece,SOEDFSM12AB0187587
Alfredo Gutiérrez,SOFSOCN12A8C143F5D
RUN-DMC vs. Jason Nevins,SOLVUQB12A6D4F7DF3
Karan Casey,SOQBGKC12AB0184F05
Misfits,SORGVTY12AB018349A
Scissors for Sparrow,SOUHUYT12A67021546
David Palmer,SOBOUQL12AB0181364
Legacy Five,SOJCRRD12A58A7D438
Jean Carignan,SOPYDEH12AAF3B279A
Patricia Kaas,SOOOINL12A8C14434E
Mike Brooks,SOMKWFY12A6D4FAB0F
Marisela,SOSCFFU12A8C134C67
Mistress,SOESXET12A8C13DFA0
Cradle Of Filth,SOMMQQU12AB0180EBF
Liquid Stranger,SOPSCFO12AB0189541
Zen Lemonade,SOMHUTQ12AB018DEF1
Owl City,SOLZXMY12A8C13BEA1
Eberhard Weber,SOTALBJ12AB017D609
Martina McBride,SOIEAMX12A8C137AED
Patrick Eudeline,SOKHRWE12A6D4F6BE7
Willy DeVille,SOUDSGM12AC9618304
Adalberto Santiago,SOOCAJK12AB01866EE
Rick Astley,SOPSELZ12AB0189D0E
Sir Douglas Quintet,SOUUQYO12A8C13A285
Masta Ace Incorporated,SOIEXWD12A8C14314E
Kenny Wayne Shepherd,SOKTRGB12CF533CFBD
Orbital,SOKUWZA12AB017FB9B
The Four Pennies,SOBXFLQ12A6D4F3578
Joe Turner_ Joe Houston_ L. C. Williams,SOONZSD12AAF3B5127
Fake Problems,SOUUOFU12AB018157C
Poncho Sanchez,SOEZMXF12A67ADB0F8
Patty Griffin,SOPBCHO12A8AE4808C
Blanks77,SOHXSRS12CF530E601
Vince Taylor,SOFNAUM12AB01863B4
Otis Spann,SOVTGRO12AC4686C43
Ice,SOJWQRM12AB01847CE
Percy Mayfield,SOWYBEG12A6D4F9142
Claire Hamill,SODMADA12A8C139707
Semisonic,SOJIGTT12A6D4FC3BA
Slim Whitman,SOSIDUF12AC468D60B
Debbie Davies,SOIRKJL12A8C13A2AA
De La Ghetto,SOETTKO12A8C138FE1
The Cufflinks,SOMXWZX12A58A7B385
Kitty Wells,SOSTFTW12A8C13B84A
Shelby Flint,SOSFRGF12A8C13667A
Willie Colon,SOSFHGJ12AB01857C0
Curtis,SOMTQWW12A8C13F17C
Django Asül,SOSHHXZ12A58A7924C
Christos Dantis,SOITUXQ12AB0183AE9
Ol' Dirty Bastard,SOFWEJY12A8C131DF1
Donna The Buffalo,SOSBSFC12AC960A17A
Cherish The Ladies,SOVCBOE12AB0183962
Lunasicc,SOGOXVK12A6D4F91F9
Zagar feat. Underground Divas,SOJZOST12A8C139DA4
Zeltinger Band,SORZGSZ12A8C1337B7
Cerati-Melero,SOTRGEN12AB018BE16
Defect & Quixotic,SOKZTUH12AB018B938
Commissioned,SONPCEY12AF729F0BF
Gregory Isaacs,SOHVJJW12A81C2104F
Nightfall,SOLMDFX12A6D227250
Paquito Guzman,SOMLPQI12A8C13EE3F
Damone,SOXTTCW12A8C1331EF
Adam Richman,SOITEVV12A6D4F5969
Shirley Caesar,SOTNLYM12AB0181695
Rockin' Dopsie_ Jr.,SOFBNZY12A67ADAE8C
When Dinosaurs Ruled The Earth,SOCSEYN12A6D4F8178
The Animals_ Sonny Boy Williamson,SOYDWJC12AB017D699
Andy & Lucas,SOLZRNM12AB0182048
Dynamix,SOGVDLQ12A58A7E3C5
The Michael Stanley Band,SOVLDMX12A8C141DB5
iTAL tEK,SOEHISP12AB0188417
Dave Brockie Experience,SOQFUXL12A8C136D6B
Flora Purim,SOLTIVF12AAFF43797
The Who,SOJXBTY12AB0187E55
Michelle Tumes,SOUTLPX12A8C133854
Mil featuring Petey Pablo,SORVOHB12A81C24347
Howard Armstrong,SOSXSIN12AB0180963
The Cannanes,SOMFYIV12A58A7F0B5
Sergio Mendes / Black Eyed Peas,SOMCLSH12AF72A5CA4
Firehouse,SOXYGNC12A67021C29
Montserrat Caballé;Eugenio  Marco,SOITOFS12A81C21D00
Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin,SOJQYMQ12AB0188A0D
Café Quijano,SOFQOAR12AC4688316
Loketo,SOIHBIR12AB0182A6C
Mariano Yanani,SOHNTPT12AB01835EF
Cesar Camargo Mariano/Helio Delmiro,SOKQDCS12AF72A920F
Nancy Walker,SOMBNUM12A81C215EF
Jessie Lee Miller,SOQBJHP12A6D4F7ED9
Bionikworld,SOAGASM12A8C13DEBF
Erik Tronic,SOBBSEY12A67ADB9AA
Modeselektor,SOHLAYJ12A58A7EC8D
Gran Coquivacoa_ Neguito Borjas,SOCKRCU12A8C143B0C
The Stems,SOXXWCR12A58A7D4FA
Tony Murena,SOKDHSI12AB0181587
Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys' Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine,SOILAFT12A8C13AE3D
SUE THOMPSON,SOIZLKI12A6D4F7B61
Peggy Zina,SOYBATV12A8C13FF5B
The In Crowd,SOATRRA12AC468DDE7
Generation X,SOAAEHR12A6D4FB060
Jose Luis Perales,SOHVOBI12A5891E993
Hermeto Pascoal,SORLELP12AB017F1F9
Socialburn,SOVKTXA12A6D4FAC36
OV7,SOXNKKP12AB017B31F
Edgar Bori,SOLASJA12AB01896B8
Chanta Vielma,SOHWDHV12A8C134426
Pelt,SOUWDRW12A6BD4F950
Rakim feat. Tracey Horton,SOWZSFY12A67AD820C
Whitney Cummings,SOBSBCL12A8C136909
Bob Marley & The Wailers,SORENXV12A6701F61F
Lara,SOZUQAZ12A81C21E0D
The Florida Boys,SOIPLDI12A8C13A17C
Dan Hicks,SOWNYEK12A6701F046
Saosin,SOOHUOU12A8C1399A5
Neil Innes,SODKRYJ12AC468A00F
Luiz Bonfa,SOKDGJC12AB018BFB9
Sonora Carruseles,SOGXWRE12AC468BE24
Richard Galliano_ Jean-Charles Capon_ Gilles Perrin,SORZJUY12AB018BFB9
Junior M. A. F. I. A.,SOKPCQK12A8C14038A
Gary Moore,SOTIRUS12A8C13F53D
Jean-Claude Darnal,SONLJKK12A8C1425F9
Hushabye Baby,SOXGZAI12A6D4F4199
Alacranes Musical,SOPSCBU12AB018B6DC
Gaetano Donizetti,SOPWCJF12AB0183997
The Red Jumpsuit Apparatus,SOLIXBU12AB018C389
Twin Atlantic,SOXKNIV12A8C132248
Tito Allen,SOTFKBC12A8C13189D
Nando Lauria,SOGIAKH12AB0184D05
Baroness,SOTOBYW12A8C1429DE
Dean Elliott And His Big Band,SOKJITL12AB017E7FF
Concretes,SODKHSQ12AB0185513
Sam Butera & The Witnesses,SOKHRQI12A8C13F53E
K's Choice,SOMSOXH12A67ADD011
Stew,SOSPPOJ12AC3DF99F7
F.l.y.,SOHXHIA12AC9072E10
Goldfish,SOCNERX12A8C13B845
Solistiyhtye Suomi,SOHUTDD12AB018A94F
Orchids,SOWPPAT12AB017F666
Ronnie Drew,SOWWAKW12A8C13B507
Eiffel 65,SOBPMZI12A8C140B04
Nick Colionne,SOKEAOU12A6D4FB6B2
Ms. Dynamite / Kymani Marley,SOYQGMA12A6D4FA935
Mario Piu',SONTUMS12AC468A9AA
Dead Hearts,SOUVSFU12A8C139963
Charlie Byrd / Laurindo Almeida,SOYTBPL12AB018A8C5
One Be Lo,SOBXLHX12A8C130B60
Sara Melson,SONLBRH12A6D4FBAEE
Chéco Feliciano And Joe King,SOBAORS12A6D4F6820
Fläskkvartetten / Thåström,SOJWCMG12A8AE46D46
Crematorium,SOSCRKV12A8C13BBBD
Soilent Green,SOVCPGK12AB01894AB
Lil Boosie,SOMBCOW12AAF3B229F
The Roots,SOZWKVJ12AB0188D0E
John Hiatt,SORUAFU12A8C141452
Disco D feat. Lola Damone & Helluva,SOHWAHE12A8C13DDD1
Najoua Belyzel,SOISBPM12A8C132C8E
Russell Malone,SOFJQTP12AAFF4441E
Riamiwo,SOUIWLO12AB017CBC2
Chico,SOXNYJQ12A8C13502D
Hot Club Of Detroit,SOPTYJX12A6701CDC6
Jerry Reed,SOHCYVK12AB017BBF2
Helen O'Connell,SOHDDHR12AB0183552
Orlando Pops Orchestra,SOEWBVN12A8AE48CB0
Franco_ Valeriana,SORKKTY12A8C132F3E
Len Barry,SOCJPAI12AB0185DB1
The Flesh,SOLNXKA12A67ADA350
Gloria De Haven,SOBLMKC12AB018974F
Wet Wet Wet,SOJISLN12A8C135408
Lara & Reyes,SOGRKKB12A8C14595A
Herbstrock,SOPGSMM12A8C139BF7
Ken Yokoyama,SOSINEG12A58A7D528
Nick Conolly,SOZVMQJ12AB018D482
FFH,SOXZMDS12A8C1354C7
Giorgos Sabanis,SOOJFIH12A8C142FF5
Extreme,SOACCLQ12A6D4F7F64
Winifred Phillips,SOLLTIL12A6D4F970A
Samba Mapangala and Orchestra Virunga,SOJTILF12A8C134ED7
Snowgoons,SOYFDYC12A6D4F921D
Superchumbo,SOHOCSV12AB0183342
Tom Collier,SOVXRRI12A8C1450B6
Cotton Candy,SOIMRXV12A58A7F1B5
BoDeans,SOQXGVE12CF5F86D20
50 Cent,SOJSPSR12A5891FFB9
Jongo Trio,SOSZOXP12A6D4FB9A9
The Berzerker,SOSRIVF12AB017DF0E
Since The Flood,SODOOMF12AB018D375
John Mayall & The Bluesbreakers,SOYEJKC12A8C136E3D
Pery Ribeiro,SOANXLR12A6D4F82BF
Roger Reynolds,SOCAYHA12A8C13683A
Yvette Horner,SOQXUJL12A6D4FA238
Vulgar Pigeons,SOPEDTR12AB0185B7A
Bill Perry,SOLWWCO12A58A77015
Nadine Renee,SOYLVTU12AB0181B08
Gorillaz,SOLOZFC12AB0180428
Christie Hennessy,SOGZVEM12A8C141494
Precious Bryant,SOLISXB12A6D4FB3B6
Stephen Marley,SOBPURV12A81C2286A
Dakis,SORBWQW12A8C130C25
Camp Lo,SOKEBYL12A6D4F6FBF
The Clash,SOBDZUW12A8C13ED88
The Cure,SOEJLYX12AC468C212
Snow Patrol,SOJMQQX12AB0185046
X-Static,SOIKYJF12A8C138BB7
Alas,SORRGXW12A8C139847
Les Rythmes Digitales feat. Nik Kershaw,SOWOTCY12AC907329A
Gold City,SOKNLLQ12A8C13F42B
Yahir,SOIIQRB12A8C1349E9
Kenny G,SOPLSRU12AB018860D
Bukue One,SOKOYCF12AB017AF6D
Steinwolke,SOJQZKY12AB018BEEF
Charlie Haden,SOYOQSV12CF582753D
Metallica,SONPIOB12AB0189AFC
The Cardigans,SOCFKSK12A8C140704
Muzsikas,SOMTZGM12AB0187CA0
